ObjectName,OrbitalRadius[km],Inclination[deg],RAAN[deg],Anomaly[deg]
STARLINK-30084,6861.21052413519,43.0042,279.3946,82.568
STARLINK-30114,6861.20793998095,42.9973,282.8095,214.5352
STARLINK-30151,6861.17932879497,43.0057,288.4614,87.6743
STARLINK-30152,6861.1884196638,42.9986,284.4393,140.8392
STARLINK-30128,6861.19663321184,43.0054,252.0395,63.6755
STARLINK-30131,6871.53368441308,43,261.3453,37.5017
STARLINK-30069,6861.13406953216,43.0041,281.0015,89.7474
STARLINK-30144,6827.39442302541,42.9935,272.2756,10.4817
STARLINK-30142,6861.19798966234,43.0052,276.6521,111.1063
STARLINK-30133,6861.17217529649,42.9993,284.906,92.2037
STARLINK-30123,6861.2135275064,42.9983,205.3017,91.3743
STARLINK-30076,6861.18843463561,43.0051,279.5769,52.8598
STARLINK-30073,6861.16897733836,43.0006,103.2893,80.4977
STARLINK-30078,6861.0386188015,43.0067,230.4386,90.6429
STARLINK-30135,6861.20130443495,43.0046,282.9295,87.1746
STARLINK-30137,6861.15804502089,42.9986,279.4197,83.5963
STARLINK-30136,6861.19738479912,43.0106,288.3833,83.055
STARLINK-6206,6861.16110522698,43.0027,256.1034,84.1216
STARLINK-6209,6861.17342393845,43.0037,262.4246,101.2186
STARLINK-6182,6861.23452125272,43.0004,261.6909,70.5943
STARLINK-5707,6861.1961720787,42.9943,261.7142,70.8489
STARLINK-6177,6861.2058828402,43.0026,255.9628,86.0682
STARLINK-5853,6861.19249199953,43.0041,261.7428,76.0273
STARLINK-6175,6861.19495337008,43.0003,258.1306,99.479
STARLINK-6171,6861.18341309463,43.0084,258.0773,79.1818
STARLINK-5515,6861.20720635707,43.0047,260.9268,112.7793
STARLINK-5095,6861.19623196612,43.0019,258.1003,116.5429
STARLINK-5496,6861.19989408406,43.0032,256.8962,97.9126
STARLINK-6180,6861.17360359922,43.0074,262.3676,85.806
STARLINK-6181,6861.19093193491,43.0018,259.4843,83.4555
STARLINK-6169,6861.20759263247,43.0004,258.0173,102.4432
STARLINK-5528,6861.19977131469,43.0022,261.5616,89.8566
STARLINK-6213,6861.20042708282,43.011,258.0538,87.748
STARLINK-6219,6861.18879695348,43.0066,265.1563,73.6323
STARLINK-6216,6861.09734165751,43.0138,258.0891,83.1037
STARLINK-6144,6861.15607175869,43.0037,261.6142,98.8628
STARLINK-6208,6861.20242433193,43.0032,261.8051,78.0619
STARLINK-6202,6861.21568047342,43.0017,261.7729,87.7723
STARLINK-6200,6861.1876890395,43.0004,267.2945,84.9512
STARLINK-6205,6861.18687157894,43.0054,258.2441,78.9627
STARLINK-6203,6861.14001023571,43.0059,254.5894,89.4873
STARLINK-6207,6861.20299326373,43.0013,241.9432,87.5371
STARLINK-6185,6861.17378625433,43.0025,252.6504,77.572
STARLINK-6195,6861.20217280423,43.0015,241.9589,82.0606
STARLINK-6192,6861.19963956221,42.9996,252.4465,93.2923
STARLINK-6193,6861.19506715612,43.0018,241.8018,91.4358
STARLINK-6183,6861.22394500786,43.0046,241.1759,76.8117
STARLINK-6098,6861.19330946177,43.0046,241.2249,78.8255
STARLINK-6110,6861.2016817264,43.0026,241.201,60.9881
STARLINK-6186,6861.20507136297,43,243.9098,96.8313
STARLINK-5999,6861.21696806229,43.0028,241.9864,20.9313
STARLINK-6179,6861.20710454805,43.0022,255.0484,96.924
STARLINK-6116,6861.19412093551,43.0002,244.9582,132.4107
STARLINK-5805,6861.20547260998,42.9997,241.8298,89.2533
STARLINK-5950,6861.19472579802,43.0134,243.8919,79.3089
STARLINK-5961,6861.19103374332,43.0089,241.1505,71.4463
STARLINK-5965,6861.19827113339,43.0063,243.946,73.2843
STARLINK-5973,6861.17793342712,43.0043,243.9272,83.0108
STARLINK-5971,6861.206469739,43,244.0737,92.7994
STARLINK-5951,6861.18664400754,43.004,241.254,86.2742
STARLINK-5966,6861.20265789339,43.0087,241.178,92.6593
STARLINK-5960,6861.18683265225,42.9989,243.8928,109.4342
STARLINK-5958,6861.19208776005,43.0039,241.2072,93.075
STARLINK-5937,6861.2115811538,42.9999,249.6519,67.8486
STARLINK-5952,6861.18927305718,43.0095,243.8709,82.5226
STARLINK-5731,6861.20259800584,43.0009,241.8713,96.1891
STARLINK-5733,6861.19328251246,43.0002,245.0927,93.175
STARLINK-5746,6861.17976597045,42.9999,244.8814,271.5915
STARLINK-5808,6861.2042299422,43.0027,154.4076,88.0656
STARLINK-5850,6861.20166376014,43.0008,284.2808,92.0936
STARLINK-5845,6861.20004979155,42.9982,283.293,104.324
STARLINK-5839,6861.20345439801,43.0119,286.1825,86.6833
STARLINK-5860,6861.20334660038,43.0061,286.1571,91.4871
STARLINK-5865,6861.21241958244,42.9996,286.7676,86.6914
STARLINK-5881,6861.18588044576,43.0037,287.6485,74.8008
STARLINK-6237,6861.02826188724,43.0111,286.2103,79.1243
STARLINK-6353,6861.16488707151,43.0042,286.142,85.9432
STARLINK-6223,6861.20090618293,43.0038,286.1651,89.1377
STARLINK-6217,6861.2346589957,43,286.1191,90.5912
STARLINK-6211,6861.21203630074,43.0003,286.1158,72.0973
STARLINK-6227,6861.20299925248,43.0001,283.5853,87.2378
STARLINK-5869,6861.18625474072,43.0043,289.632,88.1074
STARLINK-5536,6861.25596133056,43.0026,272.0622,106.5184
STARLINK-5832,6861.19342324774,43.0116,283.3436,89.2307
STARLINK-5822,6861.236470616,43.0042,286.2278,83.7953
STARLINK-5830,6861.19396223398,42.9998,297.8505,93.2371
STARLINK-5827,6861.20263094399,43.0055,283.3124,87.9165
STARLINK-5824,6861.21399463122,42.9992,294.4788,79.1779
STARLINK-5844,6861.19707637882,43.0093,286.8655,56.8046
STARLINK-5821,6861.19622597738,42.9983,269.3503,70.57
STARLINK-5828,6861.19300403629,43.0017,269.1663,84.9886
STARLINK-5834,6861.19483658968,43.0053,274.8231,92.4805
STARLINK-5843,6861.20811664958,43.001,268.1149,95.4574
STARLINK-5838,6861.15785937249,43.0018,274.7308,89.411
STARLINK-5773,6861.17813704298,43.0012,286.8303,98.9456
STARLINK-5542,6861.1991634567,43.0004,268.5343,83.9159
STARLINK-6155,6861.20024742031,43.0057,274.7931,84.0416
STARLINK-6194,6861.19829508838,42.9982,269.3261,86.2573
STARLINK-6245,6861.19536659309,43.0027,268.6161,89.1652
STARLINK-6243,6861.18722491351,43.0016,269.2976,88.8456
STARLINK-6184,6861.21271602691,43.0047,271.9963,79.4065
STARLINK-6248,6861.17193275459,42.9984,268.5614,70.1177
STARLINK-6253,6861.184128746,43.0023,269.1379,72.459
STARLINK-6240,6861.21115295641,43.0001,271.968,77.0419
STARLINK-6232,6861.19592953468,43.0008,268.5252,89.412
STARLINK-6247,6861.20376581341,43.0059,272.02,88.198
STARLINK-6251,6861.19885803057,42.9978,268.5491,76.4841
STARLINK-6257,6861.19300403629,43.0054,283.1254,81.6833
STARLINK-6259,6861.19558218773,43.0054,272.0091,73.3171
STARLINK-6254,6861.20684104239,42.995,271.9003,111.2481
STARLINK-6262,6861.20495757652,43.0043,268.6254,87.4795
STARLINK-6225,6861.13533612262,43.0011,268.6003,88.261
STARLINK-6229,6861.20299625811,43.0072,272.0293,90.964
STARLINK-6235,6861.1744450106,43.0064,272.0666,65.36
STARLINK-6132,6861.17482229836,43.0063,97.2483,99.4955
STARLINK-6111,6861.19497732504,43.0039,97.3051,122.2301
STARLINK-6130,6861.1983040715,43.0037,97.276,91.7897
STARLINK-6097,6861.18039777897,43.0025,97.3215,102.4642
STARLINK-6118,6861.190045603,43.0067,97.2389,99.0663
STARLINK-6131,6861.19739378224,43.012,94.4667,90.7618
STARLINK-6099,6861.19518094217,43.013,97.2115,76.9507
STARLINK-6139,6861.18935390499,43.005,95.2353,72.4269
STARLINK-6134,6861.18699135336,43.0058,94.5975,84.8892
STARLINK-6140,6861.19937306289,43.0047,97.8776,80.3965
STARLINK-6141,6861.18691948871,43.0023,102.7996,101.8652
STARLINK-6142,6861.20425689161,43.0197,94.4961,89.7192
STARLINK-6125,6861.24082449844,43.0021,94.5297,103.3804
STARLINK-6085,6892.47789851573,42.998,89.4518,253.4846
STARLINK-6129,6861.16459662087,43.0064,94.4488,97.548
STARLINK-6148,6861.23971656347,43.0032,94.4478,97.6192
STARLINK-6150,6861.19575286683,43.0096,97.3232,89.711
STARLINK-6147,6861.19091396872,43.0056,94.5701,82.3571
STARLINK-6152,6861.21825265737,43.001,94.4315,109.6481
STARLINK-6149,6861.20895807155,43.0098,95.1614,111.3043
STARLINK-6154,6861.18874305495,43.0053,97.2076,96.2698
STARLINK-6146,6861.19549235663,43.0063,94.5996,79.8443
STARLINK-6100,6861.19294714331,43.0024,78.9586,88.2236
STARLINK-6167,6861.20358016191,43.0035,95.216,146.6536
STARLINK-6165,6861.18984198625,43.0057,98.1983,89.5814
STARLINK-6163,6861.18794056588,43.0034,94.4522,80.1844
STARLINK-6170,6861.20345439801,43.0057,79.6797,95.8608
STARLINK-6172,6861.20805376753,43.0037,94.4856,20.7034
STARLINK-6162,6861.20261297772,43.0016,76.6609,106.9373
STARLINK-6128,6861.1973009567,43.0049,94.5372,90.13
STARLINK-6143,6861.20316693767,43.006,76.7801,104.7159
STARLINK-6133,6861.18582055857,43.0088,76.6366,121.6781
STARLINK-6127,6861.19813938098,43.0018,76.7008,85.398
STARLINK-6112,6861.20483480693,43.0043,76.6913,95.892
STARLINK-5347,6861.19786689306,43.0059,76.6267,103.5633
STARLINK-5336,6861.20781721122,43.0033,76.7224,102.0117
STARLINK-5355,6861.22081586055,43.0055,76.643,110.2944
STARLINK-5357,6861.13641706671,43.0004,76.6501,107.4682
STARLINK-5361,6861.20858676788,43.0074,76.6726,89.754
STARLINK-5358,6861.1995587141,43.0015,76.7052,123.0918
STARLINK-5150,6861.19328251246,43.0054,76.6665,107.2379
STARLINK-5768,6861.18890175617,43.003,87.9682,100.2686
STARLINK-5791,6861.19896582803,43.0033,76.7286,102.5451
STARLINK-5765,6861.18769502822,43.0038,76.9652,93.2198
STARLINK-5788,6861.16259041629,43.0065,85.1202,102.928
STARLINK-5778,6863.70414181451,43.0018,62.3828,103.6709
STARLINK-5780,6861.19445331043,43.0033,85.9442,102.9508
STARLINK-5776,6858.64241390533,43.003,96.8089,36.5392
STARLINK-6164,6861.23267370078,43,76.7569,94.4434
STARLINK-5879,6861.20145714815,43.004,66.0042,138.3721
STARLINK-6106,6861.19754350084,43.0073,87.9953,98.7722
STARLINK-6108,6861.18842565253,43.0068,79.6381,93.7947
STARLINK-6137,6861.20963180819,43.0088,79.6102,85.2792
STARLINK-5525,6861.19553128344,43.0048,204.582,85.2433
STARLINK-5520,6861.18904548559,43.0043,205.423,78.3711
STARLINK-5880,6861.19692366586,43.005,208.0579,84.4825
STARLINK-5875,6672.75166861013,42.9958,194.8985,86.5717
STARLINK-5870,6861.20832026769,43.0018,207.424,98.1936
STARLINK-5519,6861.18976113843,43.007,205.3448,83.6816
STARLINK-5983,6861.18997373827,43.0029,212.9921,82.0233
STARLINK-6294,6861.20554148075,43.0019,202.6557,88.705
STARLINK-6350,6861.22960143725,43.0014,202.5471,83.3936
STARLINK-5996,6861.21201534003,42.9998,205.3623,61.8317
STARLINK-6230,6861.20557741332,43.0021,201.8069,70.6384
STARLINK-6233,6861.19738180475,43.0014,202.5803,86.9707
STARLINK-6250,6861.20807472821,42.9984,202.5963,78.3947
STARLINK-5840,6861.20566125599,43.0014,202.5149,84.4728
STARLINK-5872,6861.22569373862,43.0032,204.6883,65.9174
STARLINK-5866,6861.19693264897,43,204.6493,99.1829
STARLINK-6368,6861.2226993373,43.0007,201.8709,56.4462
STARLINK-6360,6861.20378377968,43.0032,204.6223,88.438
STARLINK-6315,6861.19871430064,43.0002,194.0216,90.1771
STARLINK-6365,6861.20188534402,43.001,201.9642,95.1486
STARLINK-6334,6861.24024657555,43.0023,191.9016,90.0248
STARLINK-6330,6861.19584269794,43.003,201.8955,80.29
STARLINK-6351,6861.20783517752,43.0028,191.1653,61.9306
STARLINK-6349,6861.20103194672,43.0046,191.8335,87.4036
STARLINK-6306,6861.19298307572,43.0064,191.8747,82.4376
STARLINK-6346,6861.25086480526,42.997,191.8489,85.0725
STARLINK-5610,6861.19218357977,43.0004,191.1188,75.8357
STARLINK-5587,6861.19786389869,42.9988,191.9297,87.5809
STARLINK-5049,6861.14232483791,43.0063,191.1341,81.7395
STARLINK-5039,6861.19780401124,43.0051,191.1876,70.3184
STARLINK-5514,6861.20190630466,43.0042,191.2157,72.0716
STARLINK-5517,6861.19645654394,43.0044,191.1852,70.8212
STARLINK-5488,6861.21819276948,43.0031,193.9389,92.8289
STARLINK-5513,6861.2199265246,43.0055,191.2739,85.7327
STARLINK-5511,6861.18520072623,43.0022,191.1803,47.6009
STARLINK-5516,6861.19423172715,43.003,193.9046,85.9071
STARLINK-5490,6861.20378677406,43.0025,191.2352,73.9071
STARLINK-5481,6861.20812563274,43.0015,191.2046,63.8039
STARLINK-5512,6861.20239139378,43.0011,193.9926,94.2292
STARLINK-5503,6861.10363560537,42.9981,193.9614,98.4969
STARLINK-5476,6861.20309507259,43.0015,191.2909,69.4562
STARLINK-5026,6861.22931996299,43.0024,193.8924,81.1549
STARLINK-5485,6861.20263992712,43.0026,204.5931,86.8159
STARLINK-5504,6861.19523783519,43.0064,191.2587,87.6009
STARLINK-5509,6861.19128527,42.9981,201.9786,90.3883
STARLINK-5858,6861.18706321802,43.0043,199.4602,83.1734
STARLINK-30198,6868.01319594986,42.9905,41.3725,132.1777
STARLINK-30239,6861.1970673957,43.0128,37.1249,96.4143
STARLINK-30235,6861.21923481906,42.9948,37.1711,177.6474
STARLINK-30236,6861.23976447416,43.0071,34.2377,77.0675
STARLINK-30201,6861.16547995022,43.0025,34.3136,90.8484
STARLINK-30233,6861.21371315856,43.0025,34.2484,127.5018
STARLINK-30184,6861.21404553586,43.0102,8.954,93.1758
STARLINK-6290,6861.21890244113,43.0025,65.8094,133.473
STARLINK-6138,6861.25576070335,43.0036,66.0034,92.1457
STARLINK-6212,6861.2005648241,43.0059,65.8981,93.2845
STARLINK-6234,6861.20196918658,43.0105,65.9285,90.8244
STARLINK-5831,6861.18370654161,43.012,65.9447,84.886
STARLINK-5585,6861.20260100021,43.0197,65.9725,90.3282
STARLINK-5589,6861.15673051071,43.0027,71.563,115.579
STARLINK-6316,6861.21904916651,43.0036,63.1345,102.0655
STARLINK-6320,6861.25375143769,43.0021,59.7387,99.6799
STARLINK-6322,6861.19059656604,43.0087,63.13,88.0868
STARLINK-6374,6861.19894486741,43.0132,63.1509,85.8463
STARLINK-6332,6861.20352326872,43.0028,66.0563,97.173
STARLINK-6321,6861.19677694166,43.0038,66.5828,110.0863
STARLINK-6377,6861.19577682179,43.0036,69.3706,93.741
STARLINK-6375,6861.18367060933,43.0079,65.5888,90.4168
STARLINK-6379,6861.18944373589,43.0071,68.7447,88.755
STARLINK-6380,6861.18285913867,43.0026,65.8286,105.8662
STARLINK-6373,6861.20482582379,43.0058,69.3486,108.9133
STARLINK-6359,6861.19529173385,43.0012,63.1347,93.6791
STARLINK-6378,6861.20599662669,43.01,69.4,83.4353
STARLINK-6372,6861.19297109825,43.0024,65.2614,91.8538
STARLINK-6376,6861.19776807877,43.0073,62.5071,87.3227
STARLINK-6362,6861.2024692476,43.0029,52.52,93.1587
STARLINK-6331,6861.1924770277,43.0112,62.3936,108.6274
STARLINK-6297,6861.19854362135,43.0079,52.4711,93.2538
STARLINK-6324,6861.22360065176,43.0074,62.5532,90.3976
STARLINK-6293,6861.19287827286,43.0063,52.4461,99.0484
STARLINK-6276,6861.19620501678,43.0029,52.6191,94.6944
STARLINK-6355,6861.19157572346,43.0042,52.5502,97.7916
STARLINK-5600,6861.19022526485,43.0051,55.2901,83.6603
STARLINK-6299,6861.1872638402,43.0018,60.6807,91.6128
STARLINK-6347,6861.17932280626,43.0041,58.0306,82.0769
STARLINK-6348,6861.20027137531,43.0065,55.1939,93.2741
STARLINK-6340,6861.17054936788,43.0019,58.1438,109.3121
STARLINK-6343,6861.20125053618,43.0066,55.2174,92.5403
STARLINK-6356,6861.18464676992,43.0039,51.8386,112.7013
STARLINK-6338,6861.2012355643,43.005,55.2487,86.7462
STARLINK-5007,6861.20949107208,43.0076,52.4178,90.5525
STARLINK-6174,6861.19796271299,43.0071,55.3498,88.4866
STARLINK-6215,6861.17093264378,42.9996,34.0125,105.0805
STARLINK-6218,6861.18474258938,43.011,57.9937,90.0349
STARLINK-6168,6859.17269670844,42.9859,55.2586,92.2156
STARLINK-5353,6861.19625891546,43.0026,52.4938,94.3386
STARLINK-6032,6861.19749259652,43.0078,55.3233,91.6696
STARLINK-5975,6861.3010070006,43.0017,52.5705,117.2633
STARLINK-6370,6861.1956959738,43.0059,52.5289,105.678
STARLINK-6369,6861.1945820683,43.0139,37.7319,95.7339
STARLINK-6363,6861.1954354636,43.0036,52.5234,90.4175
STARLINK-6367,6861.16255747861,43.0055,50.4999,32.5478
STARLINK-6358,6863.72017339104,43.0021,61.4182,182.0631
STARLINK-6364,6861.193213642,43.0041,23.4814,102.5538
STARLINK-6361,6861.18385326512,42.9998,48.9221,244.007
STARLINK-6366,6861.18211054972,43.0078,23.5017,135.529
STARLINK-6371,6861.18632061664,43.0079,37.6945,81.2815
STARLINK-30240,6861.2016427995,43.0039,62.3104,100.0396
STARLINK-30195,6850.37833765466,43.0015,66.6327,159.2679
STARLINK-30207,6861.1752894166,43.0072,44.7864,145.4187
STARLINK-30205,6861.20814659342,42.9979,62.4701,137.7501
STARLINK-30222,6861.20340948233,43.005,62.2492,89.0124
STARLINK-30172,6861.2207559726,43.0035,63.0521,83.0836
STARLINK-30214,6861.20333162848,43.0017,62.228,91.7736
STARLINK-30182,6861.24940651803,43.0029,62.2929,91.7817
STARLINK-30191,6861.15297562633,43.001,358.0699,89.5361
STARLINK-30193,6815.33846215231,43.0076,57.7563,91.3517
STARLINK-30208,6861.19885204182,43.009,62.2661,91.4777
STARLINK-30224,6861.20490966644,42.9976,62.3131,103.0042
STARLINK-30043,6861.20920660549,43.004,62.3252,98.8047
STARLINK-30221,6861.19610919692,43.0119,69.3768,104.009
STARLINK-30188,6861.16052133221,42.9958,79.3864,117.8266
STARLINK-30105,6861.18052953053,43.0067,204.7577,80.3074
STARLINK-30102,6861.19900475488,42.9982,92.4962,101.5806
STARLINK-30158,6861.18881491965,43.0118,75.9077,78.493
STARLINK-30160,6861.21436893002,43.0034,82.2846,90.4627
STARLINK-30146,6861.19779203375,43.0035,75.9286,100.836
STARLINK-30197,6861.20455632959,43.0046,73.1924,84.9686
STARLINK-30181,6861.17533433182,43.0158,87.7063,96.7321
STARLINK-30215,6861.19788785367,43.0056,75.9861,85.7156
STARLINK-30162,6861.18196382631,42.9992,62.5886,82.6489
STARLINK-30178,6861.20920361111,43.0035,75.9565,82.4282
STARLINK-30196,6861.18950961189,43.0088,76.5701,86.9147
STARLINK-30225,6861.15957512351,43.0072,76.5962,102.4041
STARLINK-30217,6861.19952278161,43.0024,62.6575,98.6782
STARLINK-30216,6861.16138968858,43.0096,73.0285,81.7972
STARLINK-30165,6861.18349993098,43.0015,148.7217,89.9402
STARLINK-30140,6861.24206119396,43.0028,151.5815,140.7608
STARLINK-30077,6861.20886225124,43.0023,148.0408,83.0031
STARLINK-30229,6861.25386522617,43.0009,155.7606,96.7938
STARLINK-30088,6861.21212912677,43.0016,148.7584,95.7765
STARLINK-30091,6657.98314427441,42.9978,137.9511,352.0059
STARLINK-30116,6861.17303467351,43.0048,150.8964,87.8624
STARLINK-30092,6861.16974089544,42.9867,150.9214,87.1962
STARLINK-30039,6861.19705541821,43.0011,148.7366,97.6155
STARLINK-30171,6861.17837359673,43.0074,159.7379,84.6047
STARLINK-30186,6829.5560942005,42.999,154.431,308.4023
STARLINK-30204,6861.20853286896,42.9996,150.8142,85.1218
STARLINK-30155,6861.19378257189,43.0032,148.0481,52.7848
STARLINK-30161,6861.20645776147,43.0026,148.0689,91.3038
STARLINK-30176,6861.17924195875,43.0007,148.0941,91.3448
STARLINK-30154,6861.20768845274,43.0002,187.6592,86.7889
STARLINK-30145,6861.20755669987,43.0123,187.7725,90.6908
STARLINK-30226,6861.23069739051,42.9963,187.8145,99.0424
STARLINK-30203,6861.22966431981,43.0037,187.632,80.0752
STARLINK-30169,6861.19922034981,42.9998,173.8488,97.5371
STARLINK-30164,6861.20499650346,43.001,187.7621,101.1228
STARLINK-30072,6861.20375383589,42.9923,190.4903,132.1108
STARLINK-30230,6861.2038107291,43.0021,187.7271,93.0187
STARLINK-30213,6861.18303880005,43.0001,190.5544,85.4655
STARLINK-30227,6867.38875752922,42.9966,178.7379,278.1735
STARLINK-30212,6861.18662903574,43.0013,188.3676,82.1615
STARLINK-30219,6850.42892569267,42.9993,186.9169,325.9066
STARLINK-30074,6861.13736326742,43.0058,187.8351,116.8213
STARLINK-30082,6861.19130024183,43.0037,187.699,90.6273
STARLINK-30153,6861.18581456985,42.9994,187.5774,90.4831
STARLINK-30147,6861.19048876892,42.9986,187.6399,89.7808
STARLINK-30157,6861.19265968407,43.0017,162.3789,97.411
STARLINK-30168,6861.19618405618,42.9982,187.5834,82.1824
STARLINK-30231,6861.15411945819,43.0051,187.7173,88.5338
STARLINK-30081,6861.15816778839,42.9996,187.5896,74.2823
STARLINK-30149,6861.24550478005,43.0038,187.6893,137.8907
STARLINK-30259,6861.18314060817,43.0027,173.5418,89.7326
STARLINK-30256,6861.17975998174,43.0189,187.3744,250.3894
STARLINK-30261,6861.18949464007,43.0034,176.2263,86.3393
STARLINK-30260,6861.18650327261,43.0033,173.5294,88.8932
STARLINK-30253,6861.17946952953,43.0024,173.6031,85.7579
STARLINK-30257,6861.19532467191,43.0038,179.1428,75.9257
STARLINK-30250,6861.19230036006,43.0063,173.6251,80.7758
STARLINK-30269,6861.20456531272,42.9994,177.1031,88.1175
STARLINK-30266,6861.20622419969,43.0018,173.4108,92.827
STARLINK-30270,6861.18222134087,42.9994,173.3629,85.9402
STARLINK-30268,6861.17261845952,43.0034,176.3306,117.469
STARLINK-30251,6861.18632959972,42.9998,173.3857,88.8102
STARLINK-30254,6861.20451740265,43.008,275.7756,81.695
STARLINK-30264,6861.25727588826,42.9944,19.9109,89.4862
STARLINK-30166,6861.2073411043,43.0081,252.0973,99.3759
STARLINK-30223,6912.25350168192,42.9983,269.8682,25.7603
STARLINK-30218,6861.25447609071,43.0099,254.8495,94.6337
STARLINK-30138,6861.17544811704,43.0225,260.4271,77.409
STARLINK-30255,6861.20205302914,43.0047,252.1355,83.8513
STARLINK-30252,6861.19814237536,43.0032,237.4911,40.4954
STARLINK-30258,6861.1494063949,43.0049,252.8108,84.2232
STARLINK-30174,6861.21972889442,42.9999,254.2565,258.4131
STARLINK-30248,6861.18066427644,43.0027,251.9959,112.4031
STARLINK-30052,6861.17687342712,43.0015,252.0729,72.5281
STARLINK-30245,6861.18530852315,42.9978,252.0018,88.5768
STARLINK-30041,6861.20823642494,43.0055,252.0796,96.9464
STARLINK-30244,6861.19688473903,43.0257,252.1362,88.6916
STARLINK-30246,6861.21152725482,42.9997,257.6845,170.2339
STARLINK-30075,6861.32147138823,43.0029,251.9934,98.9183
STARLINK-30148,6861.25605715251,43.0015,252.0402,64.9274
STARLINK-30249,6861.21780050379,43.0025,252.07,83.0024
STARLINK-30141,6861.21960911857,42.9999,252.1615,66.576
STARLINK-30150,6861.18631462792,42.9992,263.2054,85.0455
STARLINK-30056,6861.18474258938,43.0036,257.7122,92.341
STARLINK-30100,6861.18277829106,43.0062,257.7651,88.8031
STARLINK-30309,6861.11758594373,43.0046,265.4705,137.0527
STARLINK-30306,6861.1987981431,43.0014,265.4937,89.8402
STARLINK-30323,6861.21583318742,43.0016,252.0567,78.8108
STARLINK-30329,6861.15371821869,43.0024,267.0098,98.6313
STARLINK-30330,6861.20466412726,43.0063,270.3762,86.5421
STARLINK-30311,6861.23715034822,43,265.1863,99.9256
STARLINK-30328,6861.20655957046,43.0014,254.1592,92.1691
STARLINK-30326,6861.20537978418,43.0079,265.3681,90.6578
STARLINK-30324,6861.18669790603,42.9911,268.8345,85.1994
STARLINK-30312,6861.21666562857,43.0016,268.0882,119.3357
STARLINK-30263,6861.19164758824,43.0038,270.7517,188.5901
STARLINK-30280,6861.20524204267,43.0046,265.2707,85.6742
STARLINK-30247,6861.2035112912,43.0038,265.2512,97.5033
STARLINK-30277,6861.19929221479,43.0057,123.2716,93.2908
STARLINK-30265,6861.2537334711,43.0048,265.1687,90.8009
STARLINK-30286,6861.18097568926,43.0015,263.0843,83.3345
STARLINK-30243,6861.2080956889,43.0037,265.4323,202.0916
STARLINK-30299,6861.19096786729,43.0043,263.1094,83.524
STARLINK-30294,6861.28429782447,42.9975,251.9716,108.8898
STARLINK-30276,6861.19722609741,42.9956,265.4,91.0627
STARLINK-30289,6861.24439085434,43.0018,252.6915,86.4335
STARLINK-30267,6853.46732747038,53.1598,118.9631,270.7098
STARLINK-30298,6853.32223825652,53.1599,118.9919,295.5591
STARLINK-30301,6843.60222877171,53.1576,176.9965,321.1483
STARLINK-30275,6853.35263373931,53.1617,117.0897,266.2532
STARLINK-30278,6853.35760812055,53.1605,118.9044,265.9412
STARLINK-30271,6848.88726162967,53.1603,116.4196,261.8584
STARLINK-30322,6853.37319716128,53.1588,117.0892,257.2527
STARLINK-30296,6853.34446753279,53.1579,118.9347,274.3735
STARLINK-30274,6853.38437319352,53.1613,118.9438,270.3192
STARLINK-30316,6853.40548924093,53.1602,118.9734,281.7618
STARLINK-30313,6853.37930321653,53.1594,118.9591,270.0042
STARLINK-30303,6853.43442852261,53.157,116.0279,151.2593
STARLINK-30320,6840.87423953699,53.16,103.5601,272.8053
STARLINK-30321,6853.39027324922,53.1614,116.6041,266.3022
STARLINK-30283,6853.3684496754,53.1603,118.9374,279.6615
STARLINK-30273,6848.86002772238,53.1593,114.942,273.5939
STARLINK-30297,6853.37030985285,53.1596,118.9847,270.9802
STARLINK-30295,6853.37182964564,53.16,118.9766,273.1299
STARLINK-30288,6861.20710454805,42.9876,290.8196,87.2866
STARLINK-30347,6861.1744959145,43.0041,279.4426,90.9007
STARLINK-30332,6861.08558920074,42.9998,298.9121,95.7502
STARLINK-30345,6861.21181172165,43.0042,293.5204,89.2361
STARLINK-30333,6861.28633106825,42.9965,290.0475,77.311
STARLINK-30336,6861.20423293658,42.998,293.5695,235.2719
STARLINK-30346,6861.22813717252,43.007,290.1114,174.9194
STARLINK-30327,6826.36709512171,42.9962,252.1183,347.5776
STARLINK-30315,6861.2214925945,43.0067,293.5354,118.3943
STARLINK-30287,6861.21128770383,43.0027,290.1391,87.2813
STARLINK-30335,6861.19183024456,43.005,290.1657,83.9664
STARLINK-30318,6861.20255309017,42.9999,293.3884,98.5747
STARLINK-30348,6861.07210911993,43.0101,293.6228,91.5836
STARLINK-30349,6861.22136682977,42.9996,290.719,171.8415
STARLINK-30341,6861.19265968407,43.0026,296.9169,105.0436
STARLINK-30300,6861.22582549235,42.9992,293.5997,25.2462
STARLINK-30281,6861.19154877417,43.0085,292.2735,78.0651
STARLINK-30325,6861.21241359366,43.0037,293.646,95.0813
STARLINK-30338,6861.23903084177,43.0095,290.7685,93.4654
STARLINK-30334,6861.19601337706,43.0039,290.736,88.2549
STARLINK-30375,6861.19163561078,43.0051,329.5091,96.8849
STARLINK-30310,6861.22893667893,43.0019,351.4259,77.4445
STARLINK-30365,6861.19317172086,43.0042,344.2245,87.1364
STARLINK-30371,6863.40771987708,43.0064,351.3882,353.2864
STARLINK-30352,6861.28033614763,43.0019,350.8717,235.4098
STARLINK-30344,6924.89962969578,43.0027,1.004,117.715
STARLINK-30351,6861.19715123811,43.0041,347.0323,96.2661
