ObjectName,OrbitalRadius[km],Inclination[deg],RAAN[deg],Anomaly[deg]
STARLINK-32107,6861.1926117742,42.9997,231.2549,88.3302
STARLINK-32104,6861.21834248922,43.0014,227.7192,75.1057
STARLINK-32094,6861.22021099229,43.0015,231.2808,69.567
STARLINK-32099,6861.29756933383,43.0023,233.2072,85.7413
STARLINK-32096,6861.1991874117,43.0042,233.308,89.2354
STARLINK-32102,6861.13338982547,43.0027,244.3324,77.234
STARLINK-32092,6861.2124555151,43.0007,231.1669,90.3916
STARLINK-32093,6861.20330467908,43.002,231.1478,91.6958
STARLINK-32087,6861.14962198593,43.0003,230.7279,57.4832
STARLINK-32086,6861.19780401124,43.0056,230.5593,94.5321
STARLINK-32098,6861.25412274748,42.9951,231.2239,91.3868
STARLINK-11107 [DTC],6737.8729133337,53.1593,207.0945,275.6279
STARLINK-11088 [DTC],6737.90147824528,53.1549,207.7548,301.3638
STARLINK-11092 [DTC],6737.87421251264,53.1581,207.7229,230.9134
STARLINK-11082 [DTC],6737.73860621937,53.1577,209.5715,234.687
STARLINK-11108 [DTC],6737.86128370687,53.1581,209.5415,268.0621
STARLINK-11100 [DTC],6737.8722465747,53.1589,209.5059,282.664
STARLINK-11094 [DTC],6737.87715140654,53.1566,209.4779,268.976
STARLINK-11101 [DTC],6737.86777957984,53.1576,209.4025,306.4173
STARLINK-11099 [DTC],6737.88231951789,53.1584,209.4372,264.5148
STARLINK-11084 [DTC],6737.87906870029,53.1583,207.1778,265.2767
STARLINK-11103 [DTC],6737.88039077529,53.1594,209.3421,285.8293
STARLINK-11096 [DTC],6737.87731738117,53.1594,207.7806,278.9736
STARLINK-11095 [DTC],6737.88977695407,53.158,207.1115,291.3431
STARLINK-31834,6848.82995030882,53.162,48.1541,263.0857
STARLINK-31843,6848.42882847443,53.1605,48.1731,305.9504
STARLINK-31766,6853.37622480751,53.1607,48.1732,203.2621
STARLINK-31836,6848.84614854978,53.1619,47.8883,266.6759
STARLINK-31820,6848.88687410501,53.159,47.9485,262.7548
STARLINK-31642,6848.88203005139,53.1595,47.9763,257.6765
STARLINK-31827,6848.92510516727,53.1606,48.1206,277.2486
STARLINK-31472,6861.17490015139,43.0053,354.9922,97.0027
STARLINK-31817,6861.19573789498,43.0039,354.8622,81.3269
STARLINK-31833,6861.14633123028,43.002,355.0993,79.9341
STARLINK-31849,6861.21162606961,43.002,348.1025,94.3947
STARLINK-31661,6861.1847126458,43.0026,348.0151,94.783
STARLINK-31707,6861.24946041775,43.0039,354.967,80.6569
STARLINK-31821,6861.19051272384,43.0055,355.0565,82.3136
STARLINK-31819,6861.16871982504,43.0047,355.0105,87.8943
STARLINK-31726,6861.18804237418,43.0034,354.8265,114.1916
STARLINK-31759,6861.17336105719,43.0217,355.1879,61.0689
STARLINK-31818,6861.1450945779,43.0054,355.1242,139.4499
STARLINK-31816,6861.2095689261,43.003,358.5351,93.7343
STARLINK-31809,6861.19296510951,43.0021,348.0352,82.7969
STARLINK-31779,6861.19009351283,43.0215,354.8994,69.0372
STARLINK-31805,6861.18457490532,43.0054,357.7565,82.1052
STARLINK-31681,6861.16464453025,43.0047,348.0672,76.7144
STARLINK-31636,6861.13152138151,43.0108,354.9089,83.6679
STARLINK-31640,6861.19713327188,43.0076,355.0305,97.9887
STARLINK-31677,6861.21041933167,42.9992,355.1511,84.1323
STARLINK-31783,6861.20591877277,43.018,358.535,89.7455
STARLINK-31808,6861.20499650346,43.0075,357.7251,93.2969
STARLINK-31822,6861.20414011081,43.0006,354.9323,87.5165
STARLINK-11118 [DTC],6737.74993199822,53.1593,87.1707,272.6653
STARLINK-11132 [DTC],6737.88755345693,53.1598,87.1043,285.753
STARLINK-11131 [DTC],6737.90717581094,53.1597,87.0728,273.6198
STARLINK-11114 [DTC],6737.88547304364,53.1599,87.0639,256.7845
STARLINK-11105 [DTC],6737.87936344856,53.1604,91.1087,255.0946
STARLINK-11097 [DTC],6737.86746480149,53.1586,91.0552,278.5587
STARLINK-11098 [DTC],6737.88465461464,53.1586,91.0238,253.4248
STARLINK-11117 [DTC],6737.86456598081,53.1601,86.5967,273.7525
STARLINK-11110 [DTC],6737.87248695131,53.1592,86.5572,231.3923
STARLINK-11104 [DTC],6737.78871699913,53.1602,86.5264,274.5315
STARLINK-11111 [DTC],6709.17240652709,53.1476,84.579,346.9419
STARLINK-11106 [DTC],6737.89036931462,53.1595,86.4944,271.1068
STARLINK-31739,6853.33994701795,53.1612,293.5022,270.4376
STARLINK-31828,6848.86635326209,53.1612,296.1227,263.7333
STARLINK-31826,6809.03835965835,53.1538,290.8828,29.121
STARLINK-31830,6853.34067256903,53.1616,296.7731,276.178
STARLINK-31829,6853.39414591414,53.1619,296.7198,282.719
STARLINK-31786,6853.20059699673,53.1614,296.7967,285.2686
STARLINK-31835,6848.85913046275,53.1598,296.0937,264.9506
STARLINK-31363,6861.18354484633,43.0032,16.8973,82.272
STARLINK-31868,6861.18461982069,43.0058,22.4135,88.6289
STARLINK-31848,6861.2146024925,43.009,19.7148,88.0724
STARLINK-31890,6861.21230879007,43.0055,19.7458,86.1839
STARLINK-31862,6861.19775310691,43.0033,19.6744,93.7118
STARLINK-31870,6861.15415838441,43.0065,19.6447,78.1251
STARLINK-31888,6861.16104534033,43.0065,19.7212,81.7464
STARLINK-31863,6861.17497501008,43.0139,19.7074,102.5028
STARLINK-31873,6861.20920660549,43.0082,19.779,78.0443
STARLINK-31865,6861.25166731273,43.0058,19.8081,98.5338
STARLINK-31823,6861.1850869406,43.0005,19.8342,89.0149
STARLINK-31916,6861.22050743761,42.9977,23.1872,326.9229
STARLINK-31907,6861.21981872632,43.0051,23.2062,97.7533
STARLINK-31687,6861.19493839823,43.007,42.6017,84.9359
STARLINK-31810,6861.20989830851,43.0033,23.2903,93.7226
STARLINK-31812,6861.21719264181,43.0008,23.2347,83.5915
STARLINK-31815,6861.19381550994,42.9998,20.3131,69.2132
STARLINK-31814,6861.19184821076,43.008,20.4597,104.5952
STARLINK-31794,6861.19696858144,43.0124,20.4003,81.3346
STARLINK-31824,6861.15069395269,43.0032,20.3694,78.585
STARLINK-31947,6861.22916724824,43.0007,87.4738,66.0583
STARLINK-31929,6861.18903949686,43.0031,95.8895,89.0097
STARLINK-31927,6861.15479617569,43.0197,87.6023,95.2203
STARLINK-31855,6861.17631647814,43.0004,87.4317,91.107
STARLINK-31887,6861.17893354048,43.0077,95.9134,99.277
STARLINK-31852,6861.20841009921,43.0047,82.4228,82.1167
STARLINK-31906,6861.15925772446,42.9928,90.236,111.3536
STARLINK-31857,6861.23020630758,43.0131,89.6032,88.9223
STARLINK-31851,6861.2129645612,43.0026,87.4991,89.9937
STARLINK-31903,6861.20153799632,43.0039,83.2093,91.6145
STARLINK-31922,6861.2053767898,43.0101,87.4127,78.9843
STARLINK-31889,6861.19316273776,43.0014,90.4143,81.7068
STARLINK-31859,6861.20841608798,43.0029,83.2552,84.4264
STARLINK-31895,6861.16640220625,43.0032,94.1006,149.7945
STARLINK-31899,6861.17525647877,43.0044,93.0907,242.2715
STARLINK-31896,6861.25924922323,43.0017,87.5812,110.7496
STARLINK-31892,6861.18408981935,43.0064,95.8409,84.9429
STARLINK-31891,6861.18439524384,43.0003,95.8675,88.2286
STARLINK-31882,6861.1733880063,43.0022,83.2165,98.9516
STARLINK-31691,6861.19531269443,43.0025,87.352,96.9623
STARLINK-31569,6861.20998514569,43.0026,87.6317,73.1401
STARLINK-31654,6861.21939352204,43.0075,83.9989,100.5953
STARLINK-31442,6861.22331618371,43.0118,97.4971,81.5249
STARLINK-31651,6861.22911634333,43.0002,91.2007,72.5756
STARLINK-31584,6861.16154838822,43.0033,91.1256,63.9268
STARLINK-31950,6861.226846584,43.0079,91.2551,88.2282
STARLINK-31931,6861.21852814171,43.0011,93.9733,88.466
STARLINK-31938,6861.2442830551,43.0036,91.037,76.4792
STARLINK-31941,6861.21393773781,43.0036,73.8614,69.2952
STARLINK-31952,6861.20022346531,43.0028,91.2837,103.182
STARLINK-31921,6861.21223393036,43.0044,51.4132,86.4665
STARLINK-31760,6861.24388779126,43.0075,99.4866,92.8665
STARLINK-31945,6861.18156857145,42.9953,92.9318,79.2331
STARLINK-31937,6861.18431739054,42.9913,86.8407,227.4813
STARLINK-31940,6861.19632479161,43.0023,83.8829,93.4556
STARLINK-31933,6861.18732971615,43.0065,96.7109,81.6913
STARLINK-31936,6861.15134372045,43.0071,56.3118,87.1442
STARLINK-31935,6861.18349094791,43.0046,99.4541,90.6592
STARLINK-31934,6861.20572413799,43.0027,89.8105,336.2247
STARLINK-31943,6814.66265990085,42.9985,96.0133,178.9995
STARLINK-31926,6861.17031580915,43.0039,88.6977,88.2915
STARLINK-31919,6861.20874846463,43.0074,91.2239,87.8753
STARLINK-31974,6861.19299505318,43.0145,297.9041,75.0729
STARLINK-31975,6861.19392031283,43.0042,297.9165,80.6667
STARLINK-31976,6861.13612661908,43.0111,301.6151,61.9137
STARLINK-31965,6861.159389475,43.0058,301.327,90.7628
STARLINK-31969,6861.17525049008,43.0041,294.4264,85.3808
STARLINK-31951,6861.20344541487,43.0074,300.7361,68.7632
STARLINK-31949,6861.21120685538,42.9998,303.3934,97.1224
STARLINK-31977,6861.20386163354,43.0047,290.7938,105.0615
STARLINK-31963,6861.17493907791,43.0005,297.9713,84.1503
STARLINK-31961,6861.18135597226,43.0067,290.9348,202.772
STARLINK-31964,6861.18579061498,43.0182,297.3342,70.5561
STARLINK-31905,6861.14876860488,43.0016,294.4953,125.4572
STARLINK-31928,6861.17253162351,42.9959,298.0567,74.1526
STARLINK-31953,6861.26089915992,43.0021,294.4703,67.4472
STARLINK-31942,6861.21272501008,43.0041,299.2825,93.5138
STARLINK-31676,6861.2022296974,43.0134,303.4886,79.3323
STARLINK-31908,6861.16728254184,42.9987,290.901,105.3138
STARLINK-31914,6861.19989707843,43.0065,298.0269,91.3968
STARLINK-31850,6861.17130094802,42.9832,300.6798,303.8322
STARLINK-31924,6861.18549117905,43.0043,306.3253,92.1815
STARLINK-31898,6861.20021747656,42.9995,294.4485,142.684
STARLINK-31861,6861.18927006282,43.0035,290.8305,103.6681
STARLINK-31920,6778.03051187342,42.9918,249.1021,35.7388
STARLINK-31872,6861.20127449119,43.0013,147.6442,89.4636
STARLINK-31972,6861.20217579861,43.0058,144.9268,87.5156
STARLINK-31958,6861.20649369406,43.0025,130.6448,84.5416
STARLINK-31959,6861.20970966221,43.0062,141.1591,83.8165
STARLINK-31957,6861.2060595087,42.9996,144.6559,94.1159
STARLINK-31968,6861.20496955404,42.9982,144.7127,88.1304
STARLINK-31970,6861.2083921329,43.0064,144.8976,87.0189
STARLINK-31932,6860.9577856057,42.99,141.8717,92.1123
STARLINK-31956,6861.20572713237,42.9976,144.8542,90.1371
STARLINK-31960,6861.38949246791,43.0017,144.7291,110.7743
STARLINK-31432,6861.17122010074,43.0004,143.4554,108.9824
STARLINK-31853,6861.20270280906,43.0085,144.8784,87.692
STARLINK-31971,6861.21005401657,43.0049,141.8612,105.9331
STARLINK-31962,6861.14288177999,43.0016,153.161,85.1698
STARLINK-31879,6861.21040136535,43.0058,147.693,80.6921
STARLINK-31876,6861.21372813051,42.9976,144.8189,283.2962
STARLINK-31955,6861.18667694551,43.0004,144.656,92.5448
STARLINK-31946,6861.23450628066,43.0035,145.4534,88.9958
STARLINK-31948,6861.21619550889,42.9972,141.8472,89.9366
STARLINK-31900,6861.20295433681,42.9995,144.6861,92.3586
STARLINK-31973,6861.20447248695,42.9955,147.5623,108.9037
STARLINK-31966,6861.19366279717,43.0054,147.5369,92.6584
STARLINK-11145 [DTC],6737.83861122975,53.1585,136.0061,253.0243
STARLINK-11113 [DTC],6737.86969972855,53.1606,133.0972,248.4046
STARLINK-11123 [DTC],6737.87132226958,53.1601,135.6292,284.0716
STARLINK-11138 [DTC],6737.87264434078,53.1588,133.2958,257.6403
STARLINK-11130 [DTC],6737.85533155507,53.1596,135.595,283.4958
STARLINK-11124 [DTC],6737.86124650588,53.1571,135.5228,309.749
STARLINK-11133 [DTC],6737.88143527222,53.1611,133.2354,271.4443
STARLINK-11144 [DTC],6737.86478060218,53.1595,133.2092,269.4478
STARLINK-11134 [DTC],6737.87938920326,53.1598,133.1711,263.9406
STARLINK-11142 [DTC],6737.86696401783,53.1597,133.1379,262.6044
STARLINK-31995,6843.49276994563,53.1604,333.8461,283.5677
STARLINK-31989,6840.82011544219,53.1588,334.3181,270.3325
STARLINK-31856,6840.82839894514,53.1612,334.2794,263.2405
STARLINK-31993,6840.87352322539,53.1616,334.9777,265.0507
STARLINK-31980,6840.82140834466,53.1632,334.291,251.9432
STARLINK-31991,6843.47290829843,53.1605,333.8331,274.0495
STARLINK-31979,6840.84350964087,53.1613,334.3307,239.2467
STARLINK-31978,6848.8501459589,53.1608,344.4147,254.6097
STARLINK-31987,6848.88142193695,53.162,347.1717,261.9141
STARLINK-31984,6853.39881282601,53.1622,344.8943,249.8034
STARLINK-31986,6853.3615374701,53.1621,344.5302,271.172
STARLINK-31883,6853.34855212592,53.163,344.9706,276.3287
STARLINK-31967,6840.82242483392,53.1618,342.8759,259.4492
STARLINK-31982,6840.83307124419,53.1621,342.8409,267.2123
STARLINK-31992,6853.38458220337,53.162,347.2351,273.1124
STARLINK-31990,6853.35969222774,53.1621,347.2016,260.896
STARLINK-31939,6853.34596342474,53.1613,344.3883,257.5546
STARLINK-32012,6853.34169072952,53.1619,344.4039,256.7638
STARLINK-32008,6853.32238754589,53.1603,345.034,272.3597
STARLINK-32006,6853.40060434899,53.1615,347.2236,260.2504
STARLINK-32011,6840.82628571326,53.1609,342.8646,277.3699
STARLINK-31878,6840.82162234236,53.1629,292.8832,258.9418
STARLINK-32017,6853.36256459583,53.1622,344.5397,268.6101
STARLINK-32005,6853.36707320462,53.1609,347.182,246.0471
STARLINK-31981,6853.36618342561,53.1617,349.4242,294.6566
STARLINK-31985,6853.34871933161,53.1628,344.8527,287.2108
STARLINK-31918,6853.32410138841,53.1618,344.3663,265.2185
STARLINK-11129 [DTC],6737.85592104644,53.159,150.5523,291.6028
STARLINK-11140 [DTC],6737.85933494803,53.1591,150.5185,289.2506
STARLINK-11122 [DTC],6737.85957246188,53.1583,150.4831,308.7301
STARLINK-11149 [DTC],6737.86825747067,53.1593,150.4519,303.5256
STARLINK-11120 [DTC],6737.89220649164,53.1572,148.2263,281.7483
STARLINK-11086 [DTC],6737.88614839083,53.16,150.3917,298.1007
STARLINK-11148 [DTC],6737.92614298222,53.1587,148.1622,294.0671
STARLINK-11116 [DTC],6737.88106039794,53.1605,148.1266,257.9776
STARLINK-11155 [DTC],6737.88471470907,53.1594,150.2956,258.7168
STARLINK-11163 [DTC],6737.85293639,53.1593,148.0638,229.2963
STARLINK-11135 [DTC],6737.8538978897,53.1583,150.1784,286.2434
STARLINK-11151 [DTC],6737.88120920299,53.1591,150.2274,275.935
STARLINK-11137 [DTC],6737.85798712886,53.1582,147.998,254.4045
STARLINK-31811,6848.80968028574,53.1627,346.9462,309.3539
STARLINK-31775,6853.50719610176,53.162,347.0929,247.6823
STARLINK-31793,6853.34468848284,53.1613,347.135,318.577
STARLINK-31735,6853.38427764616,53.1611,349.7848,261.2237
STARLINK-31788,6853.34154442491,53.1602,347.0326,245.9341
STARLINK-31825,6853.36724936896,53.1618,349.8055,272.1517
STARLINK-31437,6853.31864934259,53.1602,347.118,223.6749
STARLINK-11181 [DTC],6737.89685667273,53.1595,71.9381,254.6741
STARLINK-11176 [DTC],6737.88533568491,53.1604,71.9063,259.7105
STARLINK-11167 [DTC],6737.86763077553,53.1588,71.8713,262.8534
STARLINK-11166 [DTC],6737.92518145675,53.158,71.8391,241.5854
STARLINK-11165 [DTC],6737.87419534287,53.1581,71.8042,289.4042
STARLINK-11169 [DTC],6737.86261149637,53.1595,71.7727,262.0893
STARLINK-11102 [DTC],6737.88206197058,53.1586,71.7403,283.3642
STARLINK-11141 [DTC],6737.85400090755,53.1604,71.707,269.1661
STARLINK-11153 [DTC],6737.9275795477,53.1595,72.0936,277.5235
STARLINK-11170 [DTC],6737.9080486184,53.1591,72.0598,281.2949
STARLINK-11171 [DTC],6737.88930764435,53.1575,72.0279,274.9473
STARLINK-11186 [DTC],6737.91126226927,53.1605,71.9973,270.6271
STARLINK-11184 [DTC],6737.86400796534,53.1588,72.0029,283.1644
STARLINK-32032,6840.79782708854,53.1603,267.5576,273.147
STARLINK-31441,6853.2541123952,53.1619,306.6448,298.8246
STARLINK-32044,6853.43210250013,53.1615,306.5165,259.3319
STARLINK-31239,6853.34314481862,53.1616,306.8497,265.3612
STARLINK-32007,6840.90570095945,53.1604,305.5342,229.6608
STARLINK-32028,6853.34630679327,53.1616,306.7044,274.645
STARLINK-32016,6853.33125236308,53.1616,306.8233,256.1702
STARLINK-32003,6853.41092653004,53.1621,306.6145,259.4466
STARLINK-32026,6853.34852226776,53.163,305.7656,286.1658
STARLINK-31732,6853.24356389126,53.1608,306.1659,257.1732
STARLINK-31996,6853.34289401059,53.1631,306.5555,269.4761
STARLINK-31999,6853.35755736152,53.1619,306.8404,286.1238
STARLINK-31954,6853.2947542226,53.1617,306.8045,262.5285
STARLINK-32013,6853.31083257293,53.1617,306.7833,264.9909
STARLINK-32009,6853.31742218591,53.1618,306.8351,270.4708
STARLINK-32018,6853.3124210056,53.1611,305.811,280.0896
STARLINK-32045,6843.37607441959,53.1597,305.588,200.731
STARLINK-32035,6853.38211290226,53.1632,306.6549,261.5852
STARLINK-32042,6853.36463079179,53.162,306.5938,262.0094
STARLINK-32040,6853.53996453774,53.1618,306.4861,253.1822
STARLINK-32001,6853.37064128107,53.1611,306.5326,258.6354
STARLINK-32015,6853.32478214845,53.1596,306.4922,267.6448
STARLINK-32024,6853.37960180149,53.162,306.5736,269.4371
STARLINK-11201 [DTC],6737.84531880629,53.1584,104.0406,273.2409
STARLINK-11198 [DTC],6737.85170017661,53.16,104.0104,288.6501
STARLINK-11112 [DTC],6737.6391857795,53.1605,103.9771,318.3157
STARLINK-11210 [DTC],6737.9536095601,53.1597,102.1127,221.9378
STARLINK-11203 [DTC],6737.86912168066,53.1578,106.1091,234.4531
STARLINK-11177 [DTC],6737.87732310443,53.1594,106.0675,225.285
STARLINK-11127 [DTC],6737.85580372048,53.1592,103.8443,257.5662
STARLINK-11164 [DTC],6737.86859228047,53.1596,103.8106,257.7368
STARLINK-11119 [DTC],6737.85908884936,53.16,105.5987,262.2996
STARLINK-11157 [DTC],6737.85990727059,53.1598,105.9452,278.397
STARLINK-11162 [DTC],6737.86570490505,53.1594,105.5665,272.251
STARLINK-11161 [DTC],6737.86339271765,53.1596,106.2687,286.9857
STARLINK-11160 [DTC],6737.90222513793,53.1589,101.5801,263.6039
STARLINK-31846,6848.84566564169,53.1624,296.1556,242.9592
STARLINK-31840,6848.8478268051,53.162,296.137,259.7875
STARLINK-31813,6848.94795164894,53.1625,295.9857,271.3046
STARLINK-31845,6853.3320704716,53.1619,294.1286,271.6541
STARLINK-31838,6848.86312789082,53.1612,296.0404,269.4503
STARLINK-31785,6848.85639695265,53.1622,295.9527,263.6719
STARLINK-31792,6853.31456479401,53.1612,293.9869,272.1033
STARLINK-32043,6840.88844989,53.1604,228.0747,265.993
STARLINK-32112,6840.86659492666,53.1591,228.0956,280.6766
STARLINK-32050,6840.87498557125,53.1601,228.0155,274.1866
STARLINK-32025,6840.83867979691,53.1607,229.6676,262.0056
STARLINK-31694,6840.86976928014,53.1606,228.1318,273.5721
STARLINK-32036,6840.84550994182,53.1594,230.3025,278.2444
STARLINK-32031,6840.78169125412,53.1608,229.659,254.6438
STARLINK-32027,6840.84812846578,53.1604,229.6416,258.9001
STARLINK-32033,6853.34939711195,53.1595,230.2997,273.7166
STARLINK-32029,6840.85665874849,53.1598,227.9203,260.3436
STARLINK-32127,6840.86036809227,53.1606,227.8941,267.0867
STARLINK-32019,6840.8814323858,53.1584,227.9082,273.592
STARLINK-32021,6847.64024959997,53.1601,218.6635,351.4842
STARLINK-32022,6840.8775684564,53.1605,228.0353,276.7042
STARLINK-32014,6843.54644114515,53.1599,228.1112,313.6769
STARLINK-32004,6840.91782789624,53.1607,228.113,278.8178
STARLINK-32147,6840.89371080075,53.1601,228.0533,276.5345
STARLINK-32131,6840.87135645826,53.1604,227.881,262.1146
STARLINK-32145,6840.84386036218,53.1605,229.6928,259.4633
STARLINK-32137,6840.88693998076,53.1601,227.9943,265.1216
STARLINK-32048,6841.0018589389,53.1598,227.9564,249.6054
STARLINK-32129,6840.85840047499,53.1592,227.9718,269.301
STARLINK-11168 [DTC],6737.81959316619,53.1587,41.9554,314.7797
STARLINK-11187 [DTC],6737.90537868697,53.1598,41.9153,259.7619
STARLINK-11180 [DTC],6738.26377409768,53.1603,41.8844,267.8117
STARLINK-11197 [DTC],6737.90114915471,53.1606,41.5379,274.4795
STARLINK-11194 [DTC],6737.90115201637,53.1599,41.5056,264.9927
STARLINK-11189 [DTC],6737.87689099809,53.1593,42.199,298.213
STARLINK-11183 [DTC],6737.9013695023,53.1604,42.1742,264.8111
STARLINK-11179 [DTC],6737.96475881557,53.1589,42.1436,291.0121
STARLINK-11175 [DTC],6737.89866809929,53.1595,42.1085,267.4546
STARLINK-11173 [DTC],6737.91044955578,53.1587,42.0751,274.8602
STARLINK-11172 [DTC],6737.89891420158,53.1593,42.0422,270.2882
STARLINK-11152 [DTC],6737.89589801936,53.1577,42.008,282.799
STARLINK-11193 [DTC],6737.91777257108,53.1593,41.9757,265.4974
STARLINK-31869,6848.86044505254,53.1598,230.543,266.5044
STARLINK-32023,6840.86861605017,53.159,231.659,261.3427
STARLINK-32046,6848.89625221718,53.1593,232.4772,275.935
STARLINK-32049,6840.89498590437,53.1586,229.9124,270.9606
STARLINK-32002,6848.87735592038,53.1603,230.5665,254.9332
STARLINK-32020,6848.9316961669,53.1608,230.5914,258.4971
STARLINK-32041,6848.89182250095,53.1598,230.6252,277.4687
STARLINK-32138,6848.94119367321,53.1599,321.8665,270.0825
STARLINK-32212,6853.42326721579,53.161,322.5313,270.7232
STARLINK-32166,6853.38295491279,53.161,322.5583,257.1456
STARLINK-32200,6853.32143507987,53.1619,321.8986,272.1984
STARLINK-32207,6853.35348768407,53.1624,321.8975,249.5479
STARLINK-32125,6853.39064051019,53.1627,321.8769,261.8318
STARLINK-32160,6853.34594252405,53.1613,322.5174,264.3632
STARLINK-32163,6848.84748399975,53.1629,321.1135,244.2792
STARLINK-32148,6848.86456470084,53.1624,321.6144,264.1883
STARLINK-32121,6848.82863871455,53.1613,321.7611,278.3246
STARLINK-32120,6855.87831680935,53.1612,322.6021,267.3667
STARLINK-32205,6848.82607514575,53.1628,320.8349,274.2423
STARLINK-32158,6853.4923916097,53.1617,321.6651,231.5951
STARLINK-32167,6853.38306538937,53.1622,321.8922,282.9021
STARLINK-32144,6848.8754033999,53.1618,321.1682,257.2074
STARLINK-32211,6853.38389844263,53.1609,322.5477,267.0743
STARLINK-32164,6853.37100555357,53.161,322.5608,258.8854
STARLINK-32128,6853.37971824963,53.163,321.6484,278.5903
STARLINK-32206,6853.34647698464,53.1621,321.9012,253.0767
STARLINK-32155,6848.79268339083,53.1613,320.7916,278.5784
STARLINK-32152,6853.37145044382,53.1622,321.6238,261.9159
STARLINK-32154,6853.38918938176,53.1621,321.8859,268.6633
STARLINK-32135,6853.35948321979,53.1617,321.6887,279.7943
STARLINK-32156,6853.33825705196,53.162,321.7612,291.8612
STARLINK-32010,6848.85442059973,53.1624,321.7451,265.0646
STARLINK-32118,6853.36861986815,53.1639,322.0218,254.8404
STARLINK-32038,6853.37118768984,53.164,321.7304,247.5305
STARLINK-32113,6853.35587335632,53.1637,321.7396,265.6577
STARLINK-32037,6848.79646908085,53.1623,321.7989,293.6955
STARLINK-32123,6853.35414755066,53.1613,309.4236,281.8599
STARLINK-32122,6853.36980524601,53.1626,321.8308,279.4884
STARLINK-31656,6853.36699258705,53.1626,321.9907,262.0086
STARLINK-32114,6848.87033281505,53.1621,321.8274,286.6968
STARLINK-31997,6853.407188206,53.1615,321.922,273.0503
STARLINK-32000,6848.83434713509,53.161,320.4111,262.2187
STARLINK-32141,6853.37423026307,53.162,321.7875,287.7214
STARLINK-32142,6853.35858747158,53.1617,321.9584,286.7001
STARLINK-32149,6848.86280296915,53.1623,321.7746,275.5583
STARLINK-32159,6853.37588143524,53.161,321.942,277.5363
STARLINK-32150,6848.85944942212,53.1628,321.8018,274.6071
STARLINK-32126,6848.91818329329,53.1632,322.0138,259.2737
STARLINK-32143,6848.88476954897,53.1623,321.963,262.5675
STARLINK-32034,6848.88250998493,53.1629,321.2661,258.5668
STARLINK-32124,6848.821618715,53.1617,320.4124,266.1909
STARLINK-32151,6853.39546268117,53.1624,293.8713,263.6007
STARLINK-32134,6853.35375939382,53.1625,321.8024,281.7444
STARLINK-11147 [DTC],6737.89821023465,53.1595,27.4043,275.2048
STARLINK-11128 [DTC],6737.88895852376,53.1593,27.0561,258.7235
STARLINK-11227 [DTC],6737.93319990289,53.1594,27.0248,259.0539
STARLINK-11224 [DTC],6737.91827622585,53.1604,26.9886,256.1877
STARLINK-11115 [DTC],6737.78683696962,53.1591,26.9584,273.1272
STARLINK-11109 [DTC],6737.90269731155,53.1587,26.921,293.5161
STARLINK-11223 [DTC],6737.90881840619,53.1584,26.8586,271.1795
STARLINK-11192 [DTC],6737.91448450899,53.1591,26.8915,261.2105
STARLINK-11213 [DTC],6737.87318518827,53.1594,26.8274,241.4702
STARLINK-11200 [DTC],6737.8780528206,53.1607,26.7933,275.6378
STARLINK-11206 [DTC],6737.85364320671,53.1592,27.4605,260.127
STARLINK-11205 [DTC],6737.86259432667,53.1589,27.4264,276.1661
STARLINK-32191,6853.36777786203,53.1591,205.7437,266.7309
STARLINK-32194,6853.37169229694,53.1601,205.8404,272.9465
STARLINK-32192,6853.35112888626,53.1593,207.4312,273.6746
STARLINK-32189,6853.38908487665,53.1596,205.8278,284.6026
STARLINK-32190,6853.42508562785,53.1595,205.764,263.0041
STARLINK-32182,6852.80064994746,53.1589,207.6532,296.9527
STARLINK-32199,6853.45755448887,53.1603,205.7835,261.7445
STARLINK-32198,6853.39007021065,53.1596,205.8461,272.3941
STARLINK-31745,6848.82921402741,53.1626,344.4425,253.8352
STARLINK-32153,6853.34859094152,53.1612,345.0489,276.525
STARLINK-32203,6840.84059092799,53.1591,334.3109,275.1588
STARLINK-32171,6848.84266088215,53.1606,344.3852,301.292
STARLINK-32133,6853.37151613232,53.1626,345.0062,272.5537
STARLINK-32132,6853.36444865595,53.1622,344.6634,262.3409
STARLINK-32168,6853.40489505129,53.1619,344.6433,220.3005
STARLINK-32079,6853.39277241631,53.1615,347.3514,258.4737
STARLINK-32078,6853.36015801696,53.1629,347.3271,259.5274
STARLINK-32175,6853.38873851691,53.1623,347.3128,255.9945
STARLINK-32176,6853.36986197695,53.1611,347.2923,250.7028
STARLINK-32185,6853.38390441433,53.1619,344.5141,258.1096
STARLINK-32221,6853.35775442602,53.1623,345.1379,266.1593
STARLINK-32083,6853.37613523213,53.1619,345.1108,268.414
STARLINK-32077,6853.36145685269,53.162,344.4981,257.7265
STARLINK-32075,6853.35861434403,53.1629,344.4702,258.2552
STARLINK-32082,6853.35302786763,53.1624,344.4769,244.5242
STARLINK-32084,6848.85125187998,53.1624,344.3474,283.8812
STARLINK-32081,6848.86791229226,53.1627,344.2613,267.1094
STARLINK-32181,6840.86177098642,53.1614,342.9229,256.5742
STARLINK-32076,6848.8722078274,53.1622,343.9273,270.3158
STARLINK-32097,6840.86293907468,53.1607,342.9063,247.1894
STARLINK-32285,6849.02133950961,53.1587,217.658,75.5687
STARLINK-32278,6853.38707240771,53.1597,218.4813,278.0737
